CODE,TITLE,TYPE,CREDITS,SLOT,FACULTY,VENUE,
MAT1011,Applied Statistics,LO,1,L35+L36,,,
MAT1011,Applied Statistics,LO,1,L47+L48,,,
MAT1011,Applied Statistics,LO,1,L35+L36,,,
MAT1011,Applied Statistics,LO,1,L47+L48,,,
MAT1014,Fundamental Statistics,LO,1,L35+L36,,,
MAT1014,Fundamental Statistics,LO,1,L47+L48,,,
MEC2004,Fluid Mechanics,LO,1,L27+L28,,,
MEC2004,Fluid Mechanics,LO,1,L39+L40,,,
MEC2005,Fundamentals of Manufacturing Processes,LO,1,L27+L28,,,
MEC2005,Fundamentals of Manufacturing Processes,LO,1,L39+L40,,,
MEC2016,Robot Kinematics and Dynamics,LO,1,L35+L36,,,
MEC2016,Robot Kinematics and Dynamics,LO,1,L47+L48,,,
MEC3004,Machine Design,LO,1,L31+L32,,,
MEC3004,Machine Design,LO,1,L43+L44,,,
MEC4008,Automobile Engineering,LO,1,L35+L36,,,
MEC4008,Automobile Engineering,LO,1,L47+L48,,,
MGT1001,Ethics and Values,LO,2,L31+L32,,,
MGT1001,Ethics and Values,LO,2,L43+L44,,,
SWE2001,Data Structures and its Applications,LO,1,L47+L48,,,
SWE2001,Data Structures and its Applications,LO,1,L35+L36,,,
SWE2005,Concepts of Object Oriented Programming,LO,1,L47+L48,,,
SWE2005,Concepts of Object Oriented Programming,LO,1,L35+L36,,,
SWE2006,Database Systems,LO,1,L47+L48,,,
SWE2006,Database Systems,LO,1,L35+L36,,,
SWE2007,Fundamentals of Operating Systems,LO,1,L39+L40,,,
SWE2007,Fundamentals of Operating Systems,LO,1,L27+L28,,,
SWE2007,Fundamentals of Operating Systems,LO,1,L27+L28,,,
SWE2007,Fundamentals of Operating Systems,LO,1,L39+L40,,,
SWE4001,Internet and Web Technologies,LO,1,L39+L40,,,
SWE4001,Internet and Web Technologies,LO,1,L27+L28,,,
SWE4003,Concepts of Mobile Application Development,LO,1,L43+L44,,,
SWE4003,Concepts of Mobile Application Development,LO,1,L31+L32,,,
MAT1011,Applied Statistics,LO,1,L7+L8,,,
MAT1011,Applied Statistics,LO,1,L53+L54,,,
MAT1011,Applied Statistics,LO,1,L39+L40,,,
MAT1011,Applied Statistics,LO,1,L51+L52,,,
MAT1011,Applied Statistics,LO,1,L11+L12,,,
MAT1011,Applied Statistics,LO,1,L27+L28,,,
CSE1006,Foundations for Data Analytics,LO,1,L33+L34,,,
CSE1006,Foundations for Data Analytics,LO,1,L53+L54,,,
CSE2001,Data Structures and Algorithms,LO,1,L1+L2,,,
CSE2001,Data Structures and Algorithms,LO,1,L3+L4,,,
CSE2001,Data Structures and Algorithms,LO,1,L5+L6,,,
CSE2001,Data Structures and Algorithms,LO,1,L7+L8,,,
CSE2001,Data Structures and Algorithms,LO,1,L9+L10,,,
CSE2001,Data Structures and Algorithms,LO,1,L11+L12,,,
CSE2001,Data Structures and Algorithms,LO,1,L13+L14,,,
CSE2001,Data Structures and Algorithms,LO,1,L15+L16,,,
CSE2001,Data Structures and Algorithms,LO,1,L17+L18,,,
CSE2001,Data Structures and Algorithms,LO,1,L19+L20,,,
CSE2001,Data Structures and Algorithms,LO,1,L21+L22,,,
CSE2001,Data Structures and Algorithms,LO,1,L23+L24,,,
CSE2001,Data Structures and Algorithms,LO,1,L25+L26,,,
CSE2001,Data Structures and Algorithms,LO,1,L27+L28,,,
CSE2001,Data Structures and Algorithms,LO,1,L29+L30,,,
CSE2001,Data Structures and Algorithms,LO,1,L31+L32,,,
CSE2001,Data Structures and Algorithms,LO,1,L33+L34,,,
CSE2001,Data Structures and Algorithms,LO,1,L35+L36,,,
CSE2001,Data Structures and Algorithms,LO,1,L37+L38,,,
CSE2001,Data Structures and Algorithms,LO,1,L39+L40,,,
CSE2001,Data Structures and Algorithms,LO,1,L41+L42,,,
CSE2001,Data Structures and Algorithms,LO,1,L43+L44,,,
CSE2001,Data Structures and Algorithms,LO,1,L45+L46,,,
CSE2001,Data Structures and Algorithms,LO,1,L47+L48,,,
CSE2001,Data Structures and Algorithms,LO,1,L49+L50,,,
CSE2001,Data Structures and Algorithms,LO,1,L51+L52,,,
CSE2001,Data Structures and Algorithms,LO,1,L53+L54,,,
CSE2001,Data Structures and Algorithms,LO,1,L55+L56,,,
CSE2001,Data Structures and Algorithms,LO,1,L57+L58,,,
CSE2001,Data Structures and Algorithms,LO,1,L59+L60,,,
CSE2001,Data Structures and Algorithms,LO,1,L1+L2,,,
CSE2001,Data Structures and Algorithms,LO,1,L3+L4,,,
CSE2001,Data Structures and Algorithms,LO,1,L5+L6,,,
CSE2001,Data Structures and Algorithms,LO,1,L7+L8,,,
CSE2001,Data Structures and Algorithms,LO,1,L9+L10,,,
CSE2001,Data Structures and Algorithms,LO,1,L11+L12,,,
CSE2001,Data Structures and Algorithms,LO,1,L13+L14,,,
CSE2001,Data Structures and Algorithms,LO,1,L15+L16,,,
CSE2001,Data Structures and Algorithms,LO,1,L17+L18,,,
CSE2001,Data Structures and Algorithms,LO,1,L19+L20,,,
CSE2001,Data Structures and Algorithms,LO,1,L21+L22,,,
CSE2001,Data Structures and Algorithms,LO,1,L23+L24,SPANDANA MANDE,301 - CB,
CSE2001,Data Structures and Algorithms,LO,1,L25+L26,,,
CSE2001,Data Structures and Algorithms,LO,1,L27+L28,,,
CSE2001,Data Structures and Algorithms,LO,1,L29+L30,,,
CSE2001,Data Structures and Algorithms,LO,1,L31+L32,,,
CSE2001,Data Structures and Algorithms,LO,1,L33+L34,,,
CSE2001,Data Structures and Algorithms,LO,1,L35+L36,,,
CSE2001,Data Structures and Algorithms,LO,1,L37+L38,,,
CSE2001,Data Structures and Algorithms,LO,1,L39+L40,,,
CSE2001,Data Structures and Algorithms,LO,1,L41+L42,,,
CSE2001,Data Structures and Algorithms,LO,1,L43+L44,,,
CSE2001,Data Structures and Algorithms,LO,1,L45+L46,,,
CSE2001,Data Structures and Algorithms,LO,1,L47+L48,,,
CSE2001,Data Structures and Algorithms,LO,1,L49+L50,,,
CSE2010,Secure Coding,LO,1,L9+L10,,,
CSE2011,Cyber Security and Digital Forensics,LO,1,L11+L12,,,
CSE3001,Agile Development Process,LO,1,L47+L48,,,
CSE3001,Agile Development Process,LO,1,L11+L12,,,
CSE3002,Artificial Intelligence,LO,1,L15+L16,,,
CSE3002,Artificial Intelligence,LO,1,L55+L56,,,
CSE3003,Computer Networks,LO,1,L45+L46,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L39+L40,,,
CSE3008,Introduction to Machine Learning,LO,1,L23+L24,,,
CSE3008,Introduction to Machine Learning,LO,1,L53+L54,,,
CSE3009,No SQL Databases,LO,1,L33+L34,,,
CSE3012,Network Security,LO,1,L5+L6,,,
CSE4018,Computer Vision and Robotics,LO,1,L57+L58,,,
SWE1002,Principles of Software Engineering,LO,1,L39+L40,,,
SWE1002,Principles of Software Engineering,LO,1,L45+L46,,,
SWE1002,Principles of Software Engineering,LO,1,L27+L28,,,
SWE1002,Principles of Software Engineering,LO,1,L23+L24,,,
SWE1002,Principles of Software Engineering,LO,1,L41+L42,,,
SWE1002,Principles of Software Engineering,LO,1,L13+L14,,,
SWE1002,Principles of Software Engineering,LO,1,L9+L10,,,
SWE1002,Principles of Software Engineering,LO,1,L43+L44,,,
SWE1002,Principles of Software Engineering,LO,1,L47+L48,,,
SWE2001,Data Structures and its Applications,LO,1,L31+L32,,,
SWE2001,Data Structures and its Applications,LO,1,L51+L52,,,
SWE2001,Data Structures and its Applications,LO,1,L17+L18,,,
SWE2001,Data Structures and its Applications,LO,1,L21+L22,,,
SWE2001,Data Structures and its Applications,LO,1,L35+L36,,,
SWE2001,Data Structures and its Applications,LO,1,L19+L20,,,
SWE2001,Data Structures and its Applications,LO,1,L3+L4,,,
SWE2001,Data Structures and its Applications,LO,1,L33+L34,,,
SWE2001,Data Structures and its Applications,LO,1,L37+L38,,,
SWE2006,Database Systems,LO,1,L57+L58,,,
SWE2006,Database Systems,LO,1,L55+L56,,,
SWE2006,Database Systems,LO,1,L5+L6,,,
SWE2006,Database Systems,LO,1,L29+L30,,,
SWE2006,Database Systems,LO,1,L53+L54,,,
SWE2006,Database Systems,LO,1,L49+L50,,,
SWE2006,Database Systems,LO,1,L1+L2,,,
SWE2006,Database Systems,LO,1,L25+L26,,,
SWE2006,Database Systems,LO,1,L15+L16,,,
SWE2007,Fundamentals of Operating Systems,LO,1,L33+L34,,,
SWE2008,Object Oriented Analysis and Design,LO,1,L31+L32,,,
SWE2008,Object Oriented Analysis and Design,LO,1,L19+L20,,,
SWE3001,Introduction to Computer Networks,LO,1,L27+L28,,,
SWE3004,Front End Design and Testing,LO,1,L31+L32,,,
SWE3004,Front End Design and Testing,LO,1,L15+L16,,,
SWE4001,Internet and Web Technologies,LO,1,L1+L2,,,
SWE4001,Internet and Web Technologies,LO,1,L55+L56,,,
SWE4001,Internet and Web Technologies,LO,1,L53+L54,,,
SWE4002,Software Testing,LO,1,L35+L36,,,
SWE4003,Concepts of Mobile Application Development,LO,1,L17+L18,,,
SWE4003,Concepts of Mobile Application Development,LO,1,L57+L58,,,
SWE4003,Concepts of Mobile Application Development,LO,1,L47+L48,,,
CSE4033,IT Project Management,LO,1,L49+L50,,,
CSE3006,Data Visualization,LO,1,L39+L40,,,
CSE4012,UI UX User Experience Design,LO,1,L31+L32,,,
CSE4012,UI UX User Experience Design,LO,1,L21+L22,,,
CSE4007,Digital Image Processing,LO,1,L55+L56,,,
ECE2007,Digital Signal Processing,LO,1,L45+L46,,,
ECE3009,Power Electronic Converters,LO,1,L37+L38,,,
MEC2003,Strength of Materials,LO,1,L51+L52,,,
MEC2003,Strength of Materials,LO,1,L43+L44,,,
MEC2004,Fluid Mechanics,LO,1,L51+L52,,,
MEC2004,Fluid Mechanics,LO,1,L43+L44,,,
MEC3012,Additive Manufacturing,LO,1,L33+L34,,,
CSE3015,Natural Language Processing,LO,1,L45+L46,,,
MAT2004,Applied Optimization Techniques,LO,1,L41+L42,,,
ENG1001,English for Essential Communication,LO,1,L51+L52,,,
ENG1002,English for Effective Communication,LO,1,L9+L10,,,
ENG1005,Basic Communication in English,LO,1,L51+L52,,,
ENG1006,Functional Communication in English,LO,1,L9+L10,,,
ENG2001,English for Professional Communication,LO,1,L21+L22,,,
ENG2004,Advanced Professional Communication,LO,1,L21+L22,,,
MGT1001,Ethics and Values,LO,2,L5+L6,,,
MGT1001,Ethics and Values,LO,2,L7+L8,,,
MGT1001,Ethics and Values,LO,2,L19+L20,,,
MGT1001,Ethics and Values,LO,2,L25+L26,,,
MGT1001,Ethics and Values,LO,2,L35+L36,,,
MGT1001,Ethics and Values,LO,2,L41+L42,,,
MGT1001,Ethics and Values,LO,2,L29+L30,,,
MGT1001,Ethics and Values,LO,2,L3+L4,,,
MGT1001,Ethics and Values,LO,2,L9+L10,,,
MGT1001,Ethics and Values,LO,2,L27+L28,,,
MGT1001,Ethics and Values,LO,2,L21+L22,,,
MGT1001,Ethics and Values,LO,2,L15+L16,,,
MGT1001,Ethics and Values,LO,2,L23+L24,,,
MGT1001,Ethics and Values,LO,2,L31+L32,,,
MGT1001,Ethics and Values,LO,2,L33+L34,,,
MGT1001,Ethics and Values,LO,2,L37+L38,,,
MGT1001,Ethics and Values,LO,2,L39+L40,,,
MGT1001,Ethics and Values,LO,2,L43+L44,,,
MGT1001,Ethics and Values,LO,2,L49+L50,,,
MGT1001,Ethics and Values,LO,2,L55+L56,,,
MAT1011,Applied Statistics,LO,1,L45+L46,,,
MAT1011,Applied Statistics,LO,1,L43+L44,,,
MAT1011,Applied Statistics,LO,1,L21+L22,,,
MAT1011,Applied Statistics,LO,1,L21+L22,,,
MAT1011,Applied Statistics,LO,1,L15+L16,,,
MAT1011,Applied Statistics,LO,1,L41+L42,,,
MAT1011,Applied Statistics,LO,1,L47+L48,,,
MAT1011,Applied Statistics,LO,1,L39+L40,,,
MAT1011,Applied Statistics,LO,1,L31+L32,,,
MAT1011,Applied Statistics,LO,1,L23+L24,,,
MAT1011,Applied Statistics,LO,1,L11+L12,,,
MAT1011,Applied Statistics,LO,1,L15+L16,,,
MAT1011,Applied Statistics,LO,1,L23+L24,,,
MAT1011,Applied Statistics,LO,1,L27+L28,,,
MAT1011,Applied Statistics,LO,1,L37+L38,,,
MAT1011,Applied Statistics,LO,1,L33+L34,,,
MAT1011,Applied Statistics,LO,1,L9+L10,,,
MAT1011,Applied Statistics,LO,1,L31+L32,,,
MAT1011,Applied Statistics,LO,1,L9+L10,,,
MAT1011,Applied Statistics,LO,1,L39+L40,,,
MAT1011,Applied Statistics,LO,1,L47+L48,,,
MAT1011,Applied Statistics,LO,1,L53+L54,,,
MAT1011,Applied Statistics,LO,1,L3+L4,,,
MAT1011,Applied Statistics,LO,1,L49+L50,,,
MAT1011,Applied Statistics,LO,1,L1+L2,,,
MAT1011,Applied Statistics,LO,1,L45+L46,,,
MAT1011,Applied Statistics,LO,1,L57+L58,,,
MAT1011,Applied Statistics,LO,1,L7+L8,,,
MAT1011,Applied Statistics,LO,1,L13+L14,,,
MAT1011,Applied Statistics,LO,1,L17+L18,RAMESH PRASAD PANDA,122 - CB,
MAT1011,Applied Statistics,LO,1,L27+L28,,,
MAT1011,Applied Statistics,LO,1,L25+L26,,,
MAT1011,Applied Statistics,LO,1,L19+L20,,,
MAT1011,Applied Statistics,LO,1,L35+L36,,,
MAT1011,Applied Statistics,LO,1,L41+L42,,,
MAT1011,Applied Statistics,LO,1,L25+L26,,,
MAT1011,Applied Statistics,LO,1,L17+L18,,,
MAT1011,Applied Statistics,LO,1,L33+L34,,,
MAT1011,Applied Statistics,LO,1,L43+L44,,,
MAT1011,Applied Statistics,LO,1,L49+L50,,,
MAT1011,Applied Statistics,LO,1,L57+L58,,,
MAT1011,Applied Statistics,LO,1,L1+L2,,,
MAT1011,Applied Statistics,LO,1,L55+L56,,,
MAT1011,Applied Statistics,LO,1,L29+L30,,,
MAT1011,Applied Statistics,LO,1,L5+L6,,,
MAT1011,Applied Statistics,LO,1,L51+L52,,,
MAT2001,Numerical Methods for Engineers,LO,1,L3+L4,,,
MAT2001,Numerical Methods for Engineers,LO,1,L49+L50,,,
MAT2003,Optimization Techniques,LO,1,L45+L46,,,
MAT2003,Optimization Techniques,LO,1,L27+L28,,,
CSE1005,Software Engineering,LO,1,L1+L2,,,
CSE1005,Software Engineering,LO,1,L3+L4,,,
CSE1005,Software Engineering,LO,1,L5+L6,,,
CSE1005,Software Engineering,LO,1,L7+L8,,,
CSE1005,Software Engineering,LO,1,L9+L10,,,
CSE1005,Software Engineering,LO,1,L11+L12,,,
CSE1005,Software Engineering,LO,1,L13+L14,,,
CSE1005,Software Engineering,LO,1,L15+L16,,,
CSE1005,Software Engineering,LO,1,L17+L18,,,
CSE1005,Software Engineering,LO,1,L19+L20,,,
CSE1005,Software Engineering,LO,1,L21+L22,,,
CSE1005,Software Engineering,LO,1,L23+L24,,,
CSE1005,Software Engineering,LO,1,L25+L26,,,
CSE1005,Software Engineering,LO,1,L27+L28,,,
CSE1005,Software Engineering,LO,1,L29+L30,,,
CSE1005,Software Engineering,LO,1,L31+L32,,,
CSE1005,Software Engineering,LO,1,L33+L34,,,
CSE1005,Software Engineering,LO,1,L35+L36,,,
CSE1005,Software Engineering,LO,1,L37+L38,,,
CSE1005,Software Engineering,LO,1,L39+L40,,,
CSE1005,Software Engineering,LO,1,L41+L42,,,
CSE1005,Software Engineering,LO,1,L43+L44,,,
CSE1005,Software Engineering,LO,1,L45+L46,,,
CSE1005,Software Engineering,LO,1,L47+L48,,,
CSE1005,Software Engineering,LO,1,L49+L50,,,
CSE1005,Software Engineering,LO,1,L51+L52,,,
CSE1005,Software Engineering,LO,1,L53+L54,,,
CSE1005,Software Engineering,LO,1,L55+L56,,,
CSE1005,Software Engineering,LO,1,L57+L58,,,
CSE1006,Foundations for Data Analytics,LO,1,L1+L2,,,
CSE1006,Foundations for Data Analytics,LO,1,L5+L6,,,
CSE1006,Foundations for Data Analytics,LO,1,L27+L28,,,
CSE1006,Foundations for Data Analytics,LO,1,L31+L32,,,
CSE1006,Foundations for Data Analytics,LO,1,L47+L48,,,
CSE1006,Foundations for Data Analytics,LO,1,L57+L58,,,
CSE1006,Foundations for Data Analytics,LO,1,L13+L14,,,
CSE1006,Foundations for Data Analytics,LO,1,L23+L24,,,
CSE1006,Foundations for Data Analytics,LO,1,L3+L4,,,
CSE1006,Foundations for Data Analytics,LO,1,L33+L34,,,
CSE1006,Foundations for Data Analytics,LO,1,L41+L42,,,
CSE1006,Foundations for Data Analytics,LO,1,L51+L52,,,
CSE1007,Introduction to Cryptography,LO,1,L37+L38,,,
CSE1007,Introduction to Cryptography,LO,1,L7+L8,YENUMALA SANKARARAO,301 - CB,
CSE1007,Introduction to Cryptography,LO,1,L51+L52,,,
CSE2007,Database Management Systems,LO,1,L1+L2,,,
CSE2007,Database Management Systems,LO,1,L3+L4,,,
CSE2007,Database Management Systems,LO,1,L5+L6,,,
CSE2007,Database Management Systems,LO,1,L7+L8,,,
CSE2007,Database Management Systems,LO,1,L9+L10,,,
CSE2007,Database Management Systems,LO,1,L11+L12,,,
CSE2007,Database Management Systems,LO,1,L13+L14,,,
CSE2007,Database Management Systems,LO,1,L15+L16,,,
CSE2007,Database Management Systems,LO,1,L17+L18,,,
CSE2007,Database Management Systems,LO,1,L19+L20,,,
CSE2007,Database Management Systems,LO,1,L21+L22,,,
CSE2007,Database Management Systems,LO,1,L23+L24,,,
CSE2007,Database Management Systems,LO,1,L25+L26,,,
CSE2007,Database Management Systems,LO,1,L27+L28,,,
CSE2007,Database Management Systems,LO,1,L29+L30,,,
CSE2007,Database Management Systems,LO,1,L31+L32,,,
CSE2007,Database Management Systems,LO,1,L33+L34,,,
CSE2007,Database Management Systems,LO,1,L35+L36,,,
CSE2007,Database Management Systems,LO,1,L37+L38,Prof.Sandipan Maiti,101 - CB,
CSE2007,Database Management Systems,LO,1,L39+L40,,,
CSE2007,Database Management Systems,LO,1,L41+L42,,,
CSE2007,Database Management Systems,LO,1,L43+L44,,,
CSE2007,Database Management Systems,LO,1,L45+L46,,,
CSE2007,Database Management Systems,LO,1,L47+L48,,,
CSE2007,Database Management Systems,LO,1,L49+L50,,,
CSE2007,Database Management Systems,LO,1,L51+L52,,,
CSE2007,Database Management Systems,LO,1,L53+L54,,,
CSE2007,Database Management Systems,LO,1,L55+L56,,,
CSE2007,Database Management Systems,LO,1,L57+L58,,,
CSE2007,Database Management Systems,LO,1,L1+L2,,,
CSE2007,Database Management Systems,LO,1,L5+L6,,,
CSE2007,Database Management Systems,LO,1,L11+L12,,,
CSE2007,Database Management Systems,LO,1,L17+L18,,,
CSE2007,Database Management Systems,LO,1,L23+L24,,,
CSE2007,Database Management Systems,LO,1,L43+L44,YENUMALA SANKARARAO,102 - CB,
CSE2007,Database Management Systems,LO,1,L49+L50,,,
CSE2007,Database Management Systems,LO,1,L51+L52,,,
CSE2007,Database Management Systems,LO,1,L55+L56,Prof.Pulipati Nagaraju,301 - CB,
CSE2007,Database Management Systems,LO,1,L57+L58,,,
CSE2007,Database Management Systems,LO,1,L5+L6,,,
CSE2007,Database Management Systems,LO,1,L13+L14,,,
CSE2007,Database Management Systems,LO,1,L45+L46,,,
CSE2007,Database Management Systems,LO,1,L47+L48,,,
CSE2011,Cyber Security and Digital Forensics,LO,1,L3+L4,,,
CSE2011,Cyber Security and Digital Forensics,LO,1,L39+L40,,,
CSE2011,Cyber Security and Digital Forensics,LO,1,L41+L42,,,
CSE3002,Artificial Intelligence,LO,1,L1+L2,,,
CSE3002,Artificial Intelligence,LO,1,L3+L4,,,
CSE3002,Artificial Intelligence,LO,1,L5+L6,,,
CSE3002,Artificial Intelligence,LO,1,L7+L8,,,
CSE3002,Artificial Intelligence,LO,1,L9+L10,Prof.Manomita Chakraborty,301 - AB-2,
CSE3002,Artificial Intelligence,LO,1,L11+L12,,,
CSE3002,Artificial Intelligence,LO,1,L13+L14,,,
CSE3002,Artificial Intelligence,LO,1,L15+L16,,,
CSE3002,Artificial Intelligence,LO,1,L17+L18,,,
CSE3002,Artificial Intelligence,LO,1,L19+L20,,,
CSE3002,Artificial Intelligence,LO,1,L21+L22,,,
CSE3002,Artificial Intelligence,LO,1,L23+L24,,,
CSE3002,Artificial Intelligence,LO,1,L25+L26,,,
CSE3002,Artificial Intelligence,LO,1,L27+L28,,,
CSE3002,Artificial Intelligence,LO,1,L29+L30,,,
CSE3002,Artificial Intelligence,LO,1,L31+L32,,,
CSE3002,Artificial Intelligence,LO,1,L33+L34,,,
CSE3002,Artificial Intelligence,LO,1,L35+L36,,,
CSE3002,Artificial Intelligence,LO,1,L37+L38,,,
CSE3002,Artificial Intelligence,LO,1,L39+L40,,,
CSE3002,Artificial Intelligence,LO,1,L41+L42,,,
CSE3002,Artificial Intelligence,LO,1,L43+L44,MOHAN ARAVA,307 - CB,
CSE3002,Artificial Intelligence,LO,1,L45+L46,,,
CSE3002,Artificial Intelligence,LO,1,L47+L48,,,
CSE3002,Artificial Intelligence,LO,1,L49+L50,,,
CSE3002,Artificial Intelligence,LO,1,L51+L52,,,
CSE3002,Artificial Intelligence,LO,1,L53+L54,,,
CSE3002,Artificial Intelligence,LO,1,L55+L56,,,
CSE3002,Artificial Intelligence,LO,1,L57+L58,,,
CSE3002,Artificial Intelligence,LO,1,L29+L30,,,
CSE3002,Artificial Intelligence,LO,1,L39+L40,,,
CSE3002,Artificial Intelligence,LO,1,L43+L44,,,
CSE3003,Computer Networks,LO,1,L1+L2,,,
CSE3003,Computer Networks,LO,1,L5+L6,,,
CSE3003,Computer Networks,LO,1,L7+L8,,,
CSE3003,Computer Networks,LO,1,L9+L10,,,
CSE3003,Computer Networks,LO,1,L11+L12,,,
CSE3003,Computer Networks,LO,1,L13+L14,,,
CSE3003,Computer Networks,LO,1,L15+L16,,,
CSE3003,Computer Networks,LO,1,L17+L18,Prof.Sanket Mishra,105 - CB,
CSE3003,Computer Networks,LO,1,L19+L20,,,
CSE3003,Computer Networks,LO,1,L21+L22,,,
CSE3003,Computer Networks,LO,1,L23+L24,,,
CSE3003,Computer Networks,LO,1,L25+L26,,,
CSE3003,Computer Networks,LO,1,L29+L30,,,
CSE3003,Computer Networks,LO,1,L31+L32,,,
CSE3003,Computer Networks,LO,1,L33+L34,,,
CSE3003,Computer Networks,LO,1,L35+L36,,,
CSE3003,Computer Networks,LO,1,L37+L38,,,
CSE3003,Computer Networks,LO,1,L41+L42,,,
CSE3003,Computer Networks,LO,1,L43+L44,,,
CSE3003,Computer Networks,LO,1,L45+L46,,,
CSE3003,Computer Networks,LO,1,L47+L48,,,
CSE3003,Computer Networks,LO,1,L49+L50,,,
CSE3003,Computer Networks,LO,1,L51+L52,,,
CSE3003,Computer Networks,LO,1,L55+L56,,,
CSE3003,Computer Networks,LO,1,L57+L58,,,
CSE3003,Computer Networks,LO,1,L3+L4,,,
CSE3003,Computer Networks,LO,1,L9+L10,,,
CSE3003,Computer Networks,LO,1,L11+L12,,,
CSE3003,Computer Networks,LO,1,L15+L16,,,
CSE3003,Computer Networks,LO,1,L19+L20,,,
CSE3003,Computer Networks,LO,1,L21+L22,,,
CSE3003,Computer Networks,LO,1,L27+L28,,,
CSE3003,Computer Networks,LO,1,L9+L10,,,
CSE3003,Computer Networks,LO,1,L35+L36,,,
CSE3003,Computer Networks,LO,1,L39+L40,,,
CSE3003,Computer Networks,LO,1,L45+L46,,,
CSE3003,Computer Networks,LO,1,L47+L48,,,
CSE3003,Computer Networks,LO,1,L49+L50,,,
CSE3003,Computer Networks,LO,1,L51+L52,,,
CSE3003,Computer Networks,LO,1,L53+L54,,,
CSE3003,Computer Networks,LO,1,L43+L44,,,
CSE3003,Computer Networks,LO,1,L55+L56,,,
CSE3003,Computer Networks,LO,1,L29+L30,Prof.Sunil Kumar Singh,102 - CB,
CSE3004,Design and Analysis of Algorithms,LO,1,L5+L6,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L7+L8,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L9+L10,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L11+L12,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L13+L14,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L15+L16,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L17+L18,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L19+L20,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L21+L22,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L23+L24,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L25+L26,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L27+L28,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L29+L30,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L31+L32,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L35+L36,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L37+L38,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L39+L40,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L43+L44,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L45+L46,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L47+L48,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L49+L50,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L51+L52,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L53+L54,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L55+L56,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L57+L58,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L3+L4,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L5+L6,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L13+L14,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L15+L16,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L25+L26,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L51+L52,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L53+L54,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L55+L56,,,
CSE3004,Design and Analysis of Algorithms,LO,1,L57+L58,,,
CSE3008,Introduction to Machine Learning,LO,1,L23+L24,,,
CSE3008,Introduction to Machine Learning,LO,1,L49+L50,,,
CSE3009,No SQL Databases,LO,1,L9+L10,,,
CSE3009,No SQL Databases,LO,1,L25+L26,,,
CSE3009,No SQL Databases,LO,1,L29+L30,,,
CSE3009,No SQL Databases,LO,1,L31+L32,,,
CSE3009,No SQL Databases,LO,1,L53+L54,,,
CSE3011,Network Programming,LO,1,L27+L28,,,
CSE3011,Network Programming,LO,1,L53+L54,,,
CSE3011,Network Programming,LO,1,L55+L56,,,
CSE3012,Network Security,LO,1,L25+L26,,,
CSE3012,Network Security,LO,1,L37+L38,,,
CSE3015,Natural Language Processing,LO,1,L7+L8,,,
CSE3015,Natural Language Processing,LO,1,L17+L18,,,
CSE3015,Natural Language Processing,LO,1,L3+L4,,,
CSE3015,Natural Language Processing,LO,1,L9+L10,,,
CSE3015,Natural Language Processing,LO,1,L15+L16,,,
CSE3015,Natural Language Processing,LO,1,L27+L28,,,
CSE3015,Natural Language Processing,LO,1,L13+L14,,,
CSE3015,Natural Language Processing,LO,1,L33+L34,,,
CSE3015,Natural Language Processing,LO,1,L35+L36,,,
CSE3015,Natural Language Processing,LO,1,L43+L44,,,
CSE3015,Natural Language Processing,LO,1,L45+L46,,,
CSE3015,Natural Language Processing,LO,1,L47+L48,,,
CSE3015,Natural Language Processing,LO,1,L49+L50,,,
CSE3015,Natural Language Processing,LO,1,L51+L52,,,
CSE3015,Natural Language Processing,LO,1,L53+L54,,,
CSE3015,Natural Language Processing,LO,1,L57+L58,,,
